Protocolo,Data,Assunto,Situação,Regime,Autoria
00092/2023,02/02/2023,"MOÇÃO DE REPÚDIO Nº 007/2023, DE AUTORIA DO VEREADOR JOSÉ EDUARDO DE CAMPOS PACHECO, COM APOIO DOS DEMAIS PARES AO, AO PRESIDENTE DA REPÚBLICA LUÍS INACIO LULA DA SILVA, PELO VETO NA LEI 14.533/23, ONDE PREVIA A INCLUSÃO DA EDUCAÇÃO DIGITAL NO CURRÍCULO DOS ENSINOS FUNDAMENTAL E MÉDIO.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
00091/2023,02/02/2023,"MOÇÃO DE REPÚDIO Nº 006/2023, DE AUTORIA DA VEREADORA JEISELE RENATA ROSADA, COM APOIO DOS DEMAIS PARES AO DEPUTADO FEDERAL TIAGO MITRAUD, QUE DESREGULAMENTA PROFISSÕES E ATIVIDADES QUE NÃO OFEREÇAM RISCO À SEGURANÇA, À SAÚDE, À ORDEM PÚBLICA, À INCOLUMIDADE INDIVIDUAL E PATRIMONIAL.",Não Especificado,,JEISELE RENATA ROSADA
00090/2023,02/02/2023,"MOÇÃO DE APOIO Nº 005/2023, DE AUTORIA DA VEREADOR DENILTON ROCHA DOS SANTOS, COM APOIO DOS DEMAIS PARES, À ALESP, PELA APROVAÇÃO DO PROJETO DA PEC 15/2011, SOBRE A REDUÇÃO DA CARGA HORÁRIA DE TRABALHO DO SERVIDOR PÚBLICO QUE SEJA RESPONSÁVEL LEGAL E CUIDE DIRETAMENTE DE PORTADOR DE NECESSIDADE ESPECIAL.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00089/2023,02/02/2023,"MOÇÃO DE APELO Nº 004/2023, DE AUTORIA DO VEREADOR RUAN HENRIQUE PELLEGRINI BRAGGION, COM APOIO DOS DEMAIS PARES, AO GOVERNADOR DO ESTADO DE SÃO PAULO, À SECRETARIA DE ESTADO DA HABITAÇÃO E À CDHU - COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SÃO PAULO, PARA QUE, NO ÂMBITO DE SUAS COMPETÊNCIAS, EMPREENDAM ESFORÇOS PARA A CONSTRUÇÃO DE MORADIAS POPULARES EM CAPIVARI POR INTERMÉDIO DO ""PROGRAMA NOSSA CASA"".",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00088/2023,02/02/2023,"MOÇÃO DE APLAUSOS Nº 003/2023, DE AUTORIA DO VEREADOR NELSON DE SOUSA SOARES, COM APOIO DOS DEMAIS PARES, AO DEPUTADO ESTADUAL ANDRÉ DO PRADO, PELA ELABORAÇÃO DA LEI Nº 16.763 DE 11 DE JUNHO DE 2018, QUE DISPÕE SOBRE O EXERCÍCIO DA PROFISSÃO DE  PODÓLOGO NO ESTADO DE SÃO PAULO.",Não Especificado,,NELSON DE SOUSA SOARES
00087/2023,02/02/2023,"MOÇÃO DE APLAUSOS Nº 002/2023, DE AUTORIA DA VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, PELOS 30 ANOS DE FUNDAÇÃO DO CAPIVARIPREV, AQUI REPRESENTADO POR SEU PRESIDENTE AGUINALDO APARECIDO TEMPESTA.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00086/2023,02/02/2023,"MOÇÃO DE APLAUSOS Nº 001/2023, DE AUTORIA DOS VEREADORES JEISELE RENATA ROSADA E RUAN HENRIQUE PELLEGRINI BRAGGION, COM APOIO DOS DEMAIS PARES, A TODOS OS VOLUNTÁRIOS QUE AJUDARAM AS VITIMAS DAS ENCHENTES DE CAPIVARI, AQUI REPRESENTADOS PELA MUNÍCIPE ANGELICA LOPES.",Não Especificado,,"JEISELE RENATA ROSADA, RUAN HENRIQUE PELLEGRINI BRAGGION"
00085/2023,02/02/2023,"REQUERIMENTO N° 018/2023, DOS VEREADORES DENILTON ROCHA DOS SANTOS E PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE AÇÕES PARA MINIMIZAR OS PROBLEMAS COM AS ENCHENTES.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00084/2023,02/02/2023,"REQUERIMENTO N° 017/2023, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A MANUTENÇÃO DA AVENIDA JOSEFINA GIOVANA ROSSI.",Não Especificado,,PALOMA TATIANE DA SILVA
00083/2023,02/02/2023,"REQUERIMENTO N° 016/2023, DO VEREADOR RUAN HENRIQUE PELLEGRINI BRAGGION, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A MANUTENÇÃO DAS RUAS DE TERRA DO MUNICÍPIO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00082/2023,02/02/2023,"REQUERIMENTO N° 015/2023, DO VEREADOR RUAN HENRIQUE PELLEGRINI BRAGGION, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE O TRECHO ENTRE AS RUAS ANTÔNIO JARUSSI E RICARDO PAZZIANOTTO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00081/2023,02/02/2023,"REQUERIMENTO N° 014/2023, DA VEREADORA JEISELE RENATA ROSADA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE MELHORIAS NAS AVENIDAS VEREADOR JURANDIR CARRARA E VEREADOR AMADEU FERRAZ, NO BAIRRO ALTO DO CASTELANI.",Não Especificado,,JEISELE RENATA ROSADA
00080/2023,02/02/2023,"REQUERIMENTO N° 013/2023, DA VEREADORA JEISELE RENATA ROSADA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE CONTAINER PARA DEPOSITO DE LIXO, NA AVENIDA DOUTOR RODRIGUES ALVES.",Não Especificado,,JEISELE RENATA ROSADA
00079/2023,02/02/2023,"REQUERIMENTO N° 012/2023, DA VEREADORA JEISELE RENATA ROSADA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE MELHORIAS NA ÁREA EXTERNA DO PARQUE ECOLÓGICO MURILO FERREIRA CARNICELLI.",Não Especificado,,JEISELE RENATA ROSADA
00078/2023,02/02/2023,"REQUERIMENTO N° 011/2023, DO VEREADOR DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A QUANTIDADE DE ALUNOS POR SALA, DAS CRECHES, E DO ENSINO INFANTIL, FUNDAMENTAL 1 E 2 DA REDE MUNICIPAL.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00077/2023,02/02/2023,"REQUERIMENTO N° 010/2023, DO VEREADOR DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE QUANTIDADE DE SALAS DE AULAS NA REDE MUNICIPAL DE ENSINO DE CAPIVARI, EM 2021 E 2022.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00076/2023,02/02/2023,"REQUERIMENTO N° 009/2023, DO VEREADOR DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE ALUNOS QUE POSSUEM LAUDO MÉDICO.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00075/2023,02/02/2023,"REQUERIMENTO N° 008/2023, DO VEREADOR DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE QUAIS ATIVIDADES FORAM REALIZADAS PARA APRIMORAR A FORMAÇÃO PEDAGÓGICA DOS PROFESSORES. ENTRE OUTRAS INFORMAÇÕES.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00074/2023,02/02/2023,"REQUERIMENTO N° 007/2023, DO VEREADOR JOSÉ EDUARDO DE CAMPOS PACHECO, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE COMO A QUANTIDADE DE PESSOAS QUE RECEBEM O BOLSA FAMÍLIA. ENTRE OUTRAS INFORMAÇÕES.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
00073/2023,02/02/2023,"REQUERIMENTO N° 006/2023, DO VEREADOR JOSÉ EDUARDO DE CAMPOS PACHECO, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE AULAS DE INFORMÁTICA PARA OS ALUNOS DO FUNDAMENTAL 2. ENTRE OUTRAS INFORMAÇÕES.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
00072/2023,02/02/2023,"REQUERIMENTO N° 005/2023, DO VEREADOR JOSÉ EDUARDO DE CAMPOS PACHECO, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE COMO SERÁ A ADAPTAÇÃO DA REGRA, NO QUAL OS NOVOS DOCUMENTOS EMITIDOS USEM O CPF COMO NÚMERO IDENTIFICADOR",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
00071/2023,02/02/2023,"REQUERIMENTO N° 004/2023, DO VEREADOR ELISSANDRO DA SILVA LEITE - SANDRO MODAS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE PROGRAMAS DE APOIO AS EMPRESAS, ESPECIALMENTE AOS MICROEMPREENDEDORES.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00070/2023,02/02/2023,"REQUERIMENTO N° 003/2023, DO VEREADOR MARCOS SABINO FERNANDES, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE O TERRENO LOCALIZADO NA RUA ANTÔNIO TOGNIN, NO BAIRRO JARDIM TARSILA.",Não Especificado,,MARCOS SABINO FERNANDES
00067/2023,02/02/2023,Nº 034 - RECAPEAMENTO GERAL EM TODAS AS RUAS DO BAIRRO MORADA DO SOL.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
00066/2023,02/02/2023,"Nº 033 - MELHORIAS NA DRENAGEM PLUVIAL E CONSTRUÇÃO DE BOCA DE LOBO, NA RUA JOSÉ EMÍLIO CAPOSSOLI, NO BAIRRO SANTA ROSA.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
00065/2023,02/02/2023,"Nº 032 - ABERTURA DE BOCA DE LOBO NA RUA FRANKLINA DE ALMEIDA BARROS, PRÓXIMO AO RESERVATÓRIO DO SAAE.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
00064/2023,02/02/2023,Nº 031 - SINALIZAÇÃO DE TRÂNSITO HORIZONTAL E VERTICAL AO LONGO DA AVENIDA BRIGADEIRO FARIA LIMA.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
00063/2023,02/02/2023,"Nº 030 - CRIAÇÃO DE UMA PROJETO DE LEI PARA AJUDA DE CUSTO, AOS ATIRADORES DO TIRO DE GUERRA 02-011, QUE SE ENCONTRAM EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00062/2023,02/02/2023,"Nº 029 - REPARO DA MALHA ASFÁLTICA NA RUA ALZIRO DIAS FERRAZ, NO BAIRRO VILA IZILDINHA.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00061/2023,02/02/2023,"N° 028 - INSTITUIR O USO DO CORDÃO DE GIRASSOL, COMO IDENTIFICAÇÃO DE PESSOAS COM DEFICIÊNCIAS OCULTAS.",Não Especificado,,PALOMA TATIANE DA SILVA
00060/2023,02/02/2023,"N° 027 - CRIAÇÃO DE UM PROGRAMA CAPIVARI ACESSÍVEL OU MUNICÍPIO ACESSÍVEL, NO QUAL CRIE INCENTIVO AS EMPRESAS, COMÉRCIOS, PESSOAS FÍSICAS E JURÍDICAS QUE REALIZAREM SERVIÇOS DE ACESSIBILIDADE.",Não Especificado,,PALOMA TATIANE DA SILVA
00058/2023,02/02/2023,"N° 025 - RECAPE OU TAPA-BURACO, NA RUA JOÃO DIAS DA SILVA, NO BAIRRO PORTO ALEGRE.",Não Especificado,,PALOMA TATIANE DA SILVA
00057/2023,02/02/2023,"Nº 024 - MELHORIAS NA RUA DR. HUMBERTO ANNICCHINO, SAINDO DO BAIRRO JARDIM SÃO PEDRO PARA O DISTRITO INDUSTRIAL DOUTOR JOVENIL FORTI.",Não Especificado,,JEISELE RENATA ROSADA
00056/2023,02/02/2023,a)	N° 023 - RECUPERAÇÃO DA MALHA ASFÁLTICA DA RUA SANTA CRUZ.,Não Especificado,,JEISELE RENATA ROSADA
00055/2023,02/02/2023,"Nº 022 - MELHORIAS NA RUA EMILIANO CARLOS, BAIRRO SANTA FILOMENA.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00054/2023,02/02/2023,"Nº 021 - MANUTENÇÃO DA RUA GOVERNADOR ADEMAR PEREIRA DE BARROS, VIA QUE LIGA O BAIRRO CANCIAN AO BAIRRO VISTA VERDE.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00053/2023,02/02/2023,"Nº 020 - CASCALHAMENTO NA RUA HERMANO ARMELIN, NO BAIRRO MORRO AMARELO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00052/2023,02/02/2023,"Nº 019 - CASCALHAMENTO NA ESTRADA DE SERVIDÃO, NO BAIRRO MORRO AMARELO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00051/2023,02/02/2023,"lNº 018 - RECAPE NA RUA RICARDO PAZIANOTTO, BAIRRO RESIDENCIAL SANTO ANTÔNIO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00050/2023,02/02/2023,"N° 017 - PATROLAMENTO, CASCALHAMENTO E COMPACTAÇÃO COM O ROLO COMPRESSOR NO BAIRRO MORRO AMARELO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00059/2023,02/02/2023,"Nº 026 - RECAPE OU TAPA-BURACO, NA RUA MISAEL FRANCHI, NO BAIRRO RESIDENCIAL SANTA RITA.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00049/2023,01/02/2023,N° 016 - REALIZAR UMA PARCERIA JUNTO AS ONGS E EFETUAR UM MUTIRÃO PARA CASTRAÇÃO DE CÃES E GATOS.,Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00048/2023,01/02/2023,N° 015 - TROCA DOS BLOQUETES POR ASFALTO NA RUA JOÃO MORETI   NO BAIRRO MORETO.,Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00047/2023,01/02/2023,"N° 014 - RECAPE DA MALHA ASFÁLTICA DA RUA NATALE DAL FABRO, NO BAIRRO MORETO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00046/2023,01/02/2023,"N° 013 - RECAPE DA MALHA ASFÁLTICA DA RUA TENENTE ABÍLIO   MORAIS DE ALMEIDA, NO BAIRRO MORETO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00045/2023,01/02/2023,"N° 012 - RECAPE DA MALHA ASFÁLTICA DA RUA MOISÉS BIAZIO, NO BAIRRO MORETO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00044/2023,01/02/2023,"N° 011 - VISTORIAS EM TODAS AS PONTES DA CIDADE, COM ATENÇÃO ESPECIAL AS QUE FORAM ATINGIDAS PELAS ENCHENTES.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00043/2023,01/02/2023,"d)	N° 010 - CONSTRUÇÃO DE UMA UNIDADE BÁSICA DE SAÚDE PARA ATENDER OS BAIRROS: BOSQUE DOS PINHEIROS, JARDIM SÃO PEDRO, RESIDENCIAL SANTA RITA E RIBEIRÃO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00042/2023,01/02/2023,"N° 009 - PINTURA DE TRÂNSITO NA RUA JÁCOMO SCHINCARIOL, NO BAIRRO SANTO ANTÔNIO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00041/2023,01/02/2023,N° 008 - PINTURA DE TRÂNSITO NO BAIRRO VILA FATIMA.,Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00040/2023,01/02/2023,N° 007 - REVITALIZAÇÃO DA PRAÇA JOSÉ ZUZA.,Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00039/2023,01/02/2023,"Nº 006 - CONSTRUÇÃO DE UMA QUADRA DE FUTEBOL DE AREIA, NO BAIRRO SANTA TERESA D'ÁVILA.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00038/2023,01/02/2023,"Nº 005 - ÁREA DE LAZER COM PLAYGROUND, ACADEMIA AO AR LIVRE NO BAIRRO SANTA TERESA D'ÁVILA.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00037/2023,01/02/2023,Nº 004 - VIABILIZAR A ENTREGA DE REMÉDIOS APÓS AS CONSULTAS NO PRONTO SOCORROS NA SANTA CASA DE MISERICÓRDIA.,Não Especificado,,INÊS LUIZA FELIX DA COSTA
00036/2023,01/02/2023,"Nº 003 - INSTALAÇÃO DE CAIXAS DE SOM, DO LADO EXTERNO DO PRONTO SOCORRO DA SANTA CASA DE MISERICÓRDIA.",Não Especificado,,INÊS LUIZA FELIX DA COSTA
00035/2023,01/02/2023,"Nº 002 - INSTALAÇÃO DE TELAS DE PROTEÇÃO, TROCAS DAS REDES E CAPINAGEM NO CAMPO DE FUTEBOL, ORLANDO RODRIGUES NO BAIRRO ALTO CATELANI.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00034/2023,01/02/2023,"Nº 001 - IMPLANTAÇÃO DE PLACA DE ESTACIONAMENTO COM TOLERÂNCIA DE 15 MINUTOS COM PISCA ALERTA LIGADO, NA ALAMEDA FAUSTINA FRANK ANNICCHINO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00030/2023,25/01/2023,"PROJETO DE RESOLUÇÃO Nº 001/2023, DO PODER LEGISLATIVO MUNICIPAL DE AUTORIA DA MESA DIRETORA, QUE DISPÕE SOBRE ALTERAÇÕES DO VALOR DO VALE ALIMENTAÇÃO AOS SERVIDORES PÚBLICOS DA CÂMARA MUNICIPAL DE CAPIVARI. CONSUBSTANCIADO NA JUSTIFICATIVA ANEXA.",Não Especificado,,Mesa Diretora 2021/2022
00021/2023,17/01/2023,"PROJETO DE LEI Nº 001/2023, DO PODER LEGISLATIVO MUNICIPAL, DE AUTORIA DA MESA DIRETORA, QUE DISPÕE SOBRE A RECOMPOSIÇÃO SALARIAL AOS SERVIDORES PÚBLICOS E AGENTES POLÍTICOS DA CÂMARA MUNICIPAL DE CAPIVARI.",Não Especificado,,Mesa Diretora 2021/2022
00020/2023,13/01/2023,PROJETO DE LEI 002/2023 - CONCEDE RECOMPOSIÇAO SALARIAL - SERVIDORES PUBLICOS E AGENTES POLITICOS - ADMINISTRAÇAO DIRETA E INDIRETA,Não Especificado,,Poder Executivo
00019/2023,13/01/2023,PROJETO DE LEI 001/2023 - CONCEDE ISENÇÃO OU REMISSÃO - IPTU - IMPOSTO PREDIAL E TERRITORIAL URBANO - IMOVÉIS ATINGIDOS POR ENCHENTES E ALAGAMENTOS,Não Especificado,,Poder Executivo
00016/2023,13/01/2023,"PROJETO DE LEI 011/2023 - ABERTURA DE CREDITO ADICIONAL ESPECIAL - 481.104,00",Não Especificado,,Poder Executivo
00015/2023,13/01/2023,"PROJETO DE LEI 010/2023 - ABERTURA DE CREDITO ADICIONAL ESPECIAL - 304.618,55",Não Especificado,,Poder Executivo
00014/2023,13/01/2023,"PROJETO DE LEI 009/2023 - ABERTURA DE CREDITO ADICIONAL ESPECIAL - 238.856,00",Não Especificado,,Poder Executivo
00013/2023,13/01/2023,"PROJETO DE LEI 008/2023 - ABERTURA DE CREDITO ADICIONAL ESPECIAL - 481.104,00",Não Especificado,,Poder Executivo
00012/2023,13/01/2023,"PROJETO DE LEI 007/2023 - ABERTURA DE CREDITO ADICIONAL ESPECIAL- 287.306,00",Não Especificado,,Poder Executivo
00010/2023,13/01/2023,"PROJETO DE LEI 005/2023 - ABERTURA DE CREDITO ADICIONAL ESPECIAL- 520.874,84",Não Especificado,,Poder Executivo
00009/2023,13/01/2023,PROJETO DE LEI 004/2023 - ALTERA ANEXOS V E VI DA LEI Nº 6289/2022 - DIRETRIZES ORÇAMENTÁRIAS - EXERCÍCIO 2023,Não Especificado,,Poder Executivo
00008/2023,13/01/2023,PROJETO DE LEI 003/2023 - ALTERA ANEXOS II E III DA LEI Nº 6031/2021 - PLANO PLURIANUAL 2022/2005,Não Especificado,,Poder Executivo
,21/12/2022,PROJETO 35/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Não Especificado,,PALOMA TATIANE DA SILVA
,21/12/2022,PROJETO 28/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
,21/12/2022,"PROJETO SOBRE DIA DO BRINCAR, NÃO ENTROU POR DECISÃO DOS AUTORES. ARQUIVE-SE.",Não Especificado,,"INÊS LUIZA FELIX DA COSTA, ODÉSIO DE JESUS FERRAZ"
02798/2022,21/12/2022,PROJETO 36/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
02796/2022,21/12/2022,PROJETO 34/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02795/2022,21/12/2022,PROJETO 33/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,MARCOS SABINO FERNANDES
02794/2022,21/12/2022,PROJETO 32/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,JEISELE RENATA ROSADA
02793/2022,21/12/2022,PROJETO 31/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
02792/2022,21/12/2022,PROJETO 30/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,INÊS LUIZA FELIX DA COSTA
02791/2022,21/12/2022,PROJETO 29/2022 - DENOMINAÇÃO DE VIA PÚBLICA. CANCELADO.,Em Andamento,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
02788/2022,19/12/2022,"PROJETO DE LEI 260/2022 - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 1.260.000,00",Não Especificado,,Poder Executivo
02787/2022,19/12/2022,"PROJETO DE LEI 259/2022 - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 530.000,00 - AÇÕES DE COMBATE AO COVID 19",Não Especificado,,Poder Executivo
02786/2022,19/12/2022,"PROJETO DE LEI 258/2022 - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 3.525.000,00",Não Especificado,,Poder Executivo
02785/2022,19/12/2022,PROJETO DE LEI 257/2022 - ALTERA ANEXOS V E VI DA LEI Nº 6032/2021 - DIRETRIZES ORÇAMENTARIAS - LEI ORÇAMENTARIA 2022,Não Especificado,,Poder Executivo
02784/2022,19/12/2022,PROJETO DE LEI 256/2022 - ALTERA ANEXOS II E III  DA LEI Nº 6031/2021 - PLANO PLURIANUAL - EXERCÍCIO 2022 A 2025,Não Especificado,,Poder Executivo
02743/2022,12/12/2022,PEDIDO DE PRORROGAÇÃO DA LICENÇA-MATERNIDADE,Não Especificado,,FERNANDA MARIA DANTAS GRIGOLON
02741/2022,08/12/2022,"REQUERIMENTO DAS COMISSÕES PARA TRAMITAÇÃO EM REGIME DE URGÊNCIA ESPECIAL DOS PROJETOS DE LEI Nº 205/2022, 206/2022 E 207/2022.",Não Especificado,,"COMISSÃO DE JUSTIÇA E REDAÇÃO 2021-2022, COMISSÃO DE FINANÇAS E ORÇAMENTO"
02740/2022,08/12/2022,OPERAÇÃO TAPA BURACO EM TODO O BAIRRO SÃO LUIZ.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
02739/2022,08/12/2022,MANUTEÇÃO DA ILUMINAÇÃO PÚBLICA EXISTENTE NA PONTE SANTORO.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
02738/2022,07/12/2022,"REVITALIZAÇÃO OU REFORMA COMPLETA DA PRAÇA NOSSE SENHORA DE FÁTIMA, NO BAIRRO VILA FÁTIMA.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
02737/2022,07/12/2022,"SERVIÇO DE ROÇAGEM E A PODA DAS ARVORES EXISTENTE NA RUA GUMERCINDO COSTA, NO BAIRRO JARDIM ELISA.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
02736/2022,07/12/2022,"OPERAÇÃO TAPA-BURACO, NO CRUZAMENTO DA RUA CORONEL DELFINO COM A RUA XV DE NOVEMBRO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
02735/2022,07/12/2022,"CONSTRUÇÃO DE UM ""SARJETÃO"" PARA ESCOAMENTO DE ÁGUA PLUVIAL NA RUA JOÃO EMÍDIO CAPOSSOLI, NO BAIRRO JARDIM SANTO ANTÔNIO.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
02725/2022,07/12/2022,"PROJETO DE LEI 254/2022 - SAAE - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 137.429,24",Não Especificado,,Poder Executivo
02724/2022,07/12/2022,"PROJETO DE LEI 253/2022- ABERTURA DE CREDITO ADICIONAL ESPECIAL - 150.000,00",Não Especificado,,Poder Executivo
02723/2022,07/12/2022,"PROJETO DE LEI 252/2022 - ABERTURA DE CREDITO ADICIONAL ESPECIAL - 500.000,00",Não Especificado,,Poder Executivo
02722/2022,07/12/2022,"PROJETO DE LEI 251/2022 - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 16.438,96",Não Especificado,,Poder Executivo
02721/2022,07/12/2022,"PROJETO DE LEI 249/2022 - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 1.351.000,00",Não Especificado,,Poder Executivo
02720/2022,07/12/2022,"PROJETO DE LEI 250/2022 - ABERTURA DE CREDITO ADICIONAL SUPLEMENTAR - 338.500,00",Não Especificado,,Poder Executivo
02719/2022,07/12/2022,PROJETO DE LEI 248/2022- ALTERA ANEXOS V E VI DA LEI Nº 6032/2021- DIRETRIZES ORÇAMENTÁRIAS - EXERCÍCIO 2022,Não Especificado,,Poder Executivo
02718/2022,07/12/2022,PROJETO DE LEI 247/2022 - ALTERA ANEXOS II E III DA LEI Nº 6031/2021 - PLANO PLURIANUAL 2022/2025,Não Especificado,,Poder Executivo
02717/2022,07/12/2022,"PROJETO DE LEI 255/2022 - ALTERA REFERÊNCIAS - AGENTE COMUNITÁRIO, AGENTE COMUNITÁRIO PSF E AGENTE DE CONTROLE DE VETORES E ZOONOSES",Não Especificado,,Poder Executivo
02716/2022,07/12/2022,"MOÇÃO DE REPÚDIO Nº 147/2022, DE AUTORIA DO VEREADOR JOSÉ EDUARDO DE CAMPOS PACHECO COM APOIO DOS DEMAIS PARES, AO SENADO FEDERAL SOLICITANDO COERÊNCIA NA VOTAÇÃO DA PEC DA TRANSIÇÃO.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
